datetime,pm25,anomaly_score,total_generation_mw
2025-11-27 02:00:00,-2.1490100163345134,-0.09777277032465859,1.1898811022230815
2025-07-17 15:00:00,-0.3013836410241143,-0.09466428496842172,-0.5002888883474305
2025-11-27 06:00:00,-2.396056720740808,-0.09251233992221475,1.138458974124943
2025-10-02 10:00:00,-2.2855645843136725,-0.08653619032773285,-0.368962979303692
2025-11-26 06:00:00,-2.2004280574229047,-0.08549378468928681,1.039715189350284
2025-11-27 03:00:00,-2.396056720740808,-0.08531388293341835,1.1932058087811512
2024-11-22 07:00:00,-2.049308111568973,-0.082478642332666,1.2798698263948256
2024-04-17 12:00:00,0.3931691573917927,-0.08203526019529339,1.3490791345786353
2024-11-20 20:00:00,-0.5291434552561071,-0.07971423286751145,1.112193792316195
2025-11-27 05:00:00,-2.396056720740808,-0.0785838259140006,1.1734792165366068
2025-05-16 04:00:00,-0.1302241442441197,-0.0780122262926557,-1.383885067930323
2024-11-20 19:00:00,0.0418932671189371,-0.07592330847307538,1.1049902614403784
2024-11-22 08:00:00,-2.322469047236599,-0.07539617015491151,1.2536046445860776
2025-05-16 06:00:00,-1.7102528082418968,-0.07386515515341796,-1.3632718872702931
2025-10-02 09:00:00,-1.6405560107536232,-0.07373621769408689,-0.4316891096992666
2024-03-26 22:00:00,-1.6721963596657852,-0.07365717577805175,1.328299718590702
2025-05-16 05:00:00,-1.1748000644516965,-0.07268639985871461,-1.381114479131932
2025-11-18 12:00:00,-0.4879360804429283,-0.0724580174518743,0.3120477473408427
2024-11-22 09:00:00,-1.3023915497060117,-0.07148563761920912,1.2273394627773295
2025-03-17 09:00:00,-1.785885360232989,-0.06965316629364726,0.9865198844211742
2025-11-27 01:00:00,-1.3241343442828917,-0.06957202188130618,1.1395672096442993
2025-11-27 04:00:00,-2.396056720740808,-0.06925741523139817,1.2098293415714978
2025-11-18 15:00:00,-1.3190628102040012,-0.06757157623570342,0.318807984008917
2025-10-02 12:00:00,-1.571275017769967,-0.06745767480402387,-0.4043156923711624
2025-11-26 23:00:00,2.006343139027091,-0.0661720472031524,1.2483959376451026
2025-11-18 11:00:00,-0.5708349004836734,-0.06584740394297905,0.3246816322615066
2025-11-21 04:00:00,-2.3665302271237567,-0.06527027121866424,0.2805738585911198
2025-10-02 11:00:00,-1.8084024362332,-0.06498705556082152,-0.370182038374984
2025-11-18 14:00:00,-0.7953231458371647,-0.06374501768066132,0.3097204527501941
2024-11-22 06:00:00,-1.925544173823157,-0.06313585826768353,1.290508887380647
2024-03-28 04:00:00,1.2497937220244617,-0.06312151868957294,1.1966967506671242
2025-05-16 08:00:00,-2.396056720740808,-0.062299016855488,-1.3605012984719025
2024-11-20 22:00:00,-1.1950070373382375,-0.059226782600680705,1.129703913522027
2025-11-07 16:00:00,0.9308308630343012,-0.0591237245727354,-0.6312823267353619
2025-05-16 09:00:00,-2.396056720740808,-0.05885418210516957,-1.3501947081418872
2025-11-26 04:00:00,-1.9724214789194805,-0.05870723565187197,1.0311817758512396
2024-03-28 13:00:00,-2.396056720740808,-0.057927490729388076,1.265961470626902
2025-05-16 07:00:00,-1.962270227991418,-0.05783516564454394,-1.341550471090907
2025-10-02 18:00:00,-1.323353152205297,-0.05718181196442618,1.3503536054258949
2025-11-21 05:00:00,-2.396056720740808,-0.05701999986960282,0.2913237431288775
2025-10-02 13:00:00,-1.479262655242089,-0.056197071123665454,0.5157414357985572
2025-10-03 09:00:00,-2.396056720740808,-0.05590687762099156,1.4581694061620056
2025-10-02 15:00:00,-2.276122300796746,-0.054486514708316225,1.3947938497520886
2025-10-03 06:00:00,-2.396056720740808,-0.05251781682878698,1.3929098493691825
2025-11-27 00:00:00,-0.6218963992459898,-0.052138837733247234,1.2346538172050825
2024-03-28 12:00:00,-1.765663395442107,-0.051612659633986646,1.2382555826429908
2024-03-28 10:00:00,-1.7327990871040169,-0.05157982437590203,1.2451820546389687
2025-10-02 16:00:00,-1.339437618857838,-0.051514360540260706,1.3849305536298164
2025-10-02 14:00:00,-1.3532860556340718,-0.0502932106017282,1.4402315060457025
2024-09-20 04:00:00,0.4813737499175434,-0.05013879958430878,-2.1862475839443887
2025-11-26 03:00:00,-1.6631655347872536,-0.0499730605489388,1.0271921279815563
2025-04-06 10:00:00,-2.396056720740808,-0.049629674145925895,-0.8222313067204775
2025-10-03 08:00:00,-2.396056720740808,-0.049311094306822234,1.3327326606681276
2025-10-24 04:00:00,-0.4208734385998833,-0.048969094217573894,-0.0210878497777043
2025-11-27 09:00:00,-2.1328202924789017,-0.04896734309863415,1.1810152180682305
2025-11-03 18:00:00,0.1447025993352888,-0.04854343565983987,1.2570401746960824
2024-04-02 16:00:00,-2.0540422280617885,-0.04850721063773178,-0.0985535125807195
2024-11-20 18:00:00,-0.0147315878005921,-0.04796788028488297,1.1131912042836158
2024-11-20 21:00:00,-0.1391412820694634,-0.04767441775247383,1.112969557179745
2024-03-28 14:00:00,-1.7417011238688718,-0.04751580018684931,1.2590349986309242
2025-04-10 15:00:00,0.3083086959417657,-0.0474423269927472,-2.9093224979616163
2025-11-18 13:00:00,-1.0582202940894627,-0.04718614450438219,0.2956458616543678
2024-05-04 00:00:00,-2.396056720740808,-0.0471749007170873,1.3698585505665686
2024-04-17 15:00:00,-2.396056720740808,-0.04662070261145501,1.2244026386510354
2025-11-18 16:00:00,-0.5584248643269911,-0.04646424572557917,0.3405294001883038
2024-05-04 05:00:00,-0.990724146691764,-0.046450887137436614,1.3352261905866796
2025-04-01 23:00:00,0.327440363938914,-0.046374300864171936,-0.7121835196483823
2025-11-18 18:00:00,-0.6669565659300071,-0.0457602132445718,0.2795764466236989
2025-10-03 07:00:00,-2.396056720740808,-0.04562119564938727,1.3732940806765734
2025-04-11 00:00:00,0.1307933751175614,-0.045564670245026306,-2.87346442949732
2025-10-02 03:00:00,-0.6583856467262124,-0.044933330272802774,-0.4596166447870488
2025-11-08 14:00:00,-0.7237133918911028,-0.044659060594181565,-0.6155453823605005
2024-03-28 11:00:00,-1.7205096988041977,-0.04460754603651096,1.2382555826429908
2024-11-21 01:00:00,-1.978086578587584,-0.044589019884520575,1.1488763880068935
2024-06-01 14:00:00,-0.3452988602667589,-0.044220984911215844,1.2479526434373596
2025-11-07 11:00:00,0.1081683692229676,-0.044159180954513655,-0.3920142781063058
2025-11-18 17:00:00,-0.5887173951138247,-0.043953053928496355,0.3138209241718128
2025-10-24 05:00:00,-0.5229496919987452,-0.04362771071810878,-0.0278480864457786
2025-10-02 19:00:00,-1.2717910985496004,-0.04351909147267441,1.378170316961742
2024-05-02 17:00:00,-2.199140138363803,-0.04344793776380651,1.3490791345786353
2024-04-15 15:00:00,-1.785885360232989,-0.04324291844235806,1.2521085266349463
2025-04-06 04:00:00,1.9308147601679264,-0.04312860930417772,-0.8049428326185167
2024-03-28 15:00:00,-2.396056720740808,-0.042614832622583254,1.2590349986309242
2025-04-02 03:00:00,-0.5652521725716999,-0.04253948483855885,-0.7252606987767887
2024-11-21 00:00:00,-0.8273945100693341,-0.04244133066726641,1.1554149775710965
2024-04-02 04:00:00,1.322537903718428,-0.0423841103478938,1.231329110647013
2024-06-10 15:00:00,-0.0759283180296647,-0.04235204434126294,0.7021466501543113
2024-11-22 05:00:00,-1.3668444458224636,-0.04186404358374107,1.2331022874779831
2024-03-26 20:00:00,0.0208048045023863,-0.04175870352746236,1.328299718590702
2024-06-26 15:00:00,-0.313850296203831,-0.041732340862611794,0.7478613653277647
2025-04-06 08:00:00,-0.4464913993537711,-0.04162443380461733,-0.7975176546388285
2025-10-02 20:00:00,-1.2551858897965724,-0.04160480418615209,1.413190559373405
2024-09-13 10:00:00,0.23348087746856,-0.04143449550619316,-0.4701448822209353
2024-05-04 04:00:00,-1.5975632502358996,-0.04141353035945439,1.3490791345786353
2025-10-07 22:00:00,0.6645512985128306,-0.04087834045555583,1.4581694061620056
2024-05-16 13:00:00,0.0696221226138648,-0.04084070484705671,0.5400672054484316
2025-11-22 17:00:00,-0.3131919404564577,-0.04078142454220035,1.1727034516730568
2024-03-26 23:00:00,-0.050248125093535,-0.040254497185874816,1.3075203026027686
2025-10-02 23:00:00,-1.63634901281183,-0.04004646720477456,1.360549372203974
2025-03-18 15:00:00,-1.2176542685271992,-0.03889468440407007,1.0314034229551103
